"dataset","transformation","host_variable","Variable.Description","otu","estimate","direction","rank_within_direction","Phylum","raw_genus_label","annotation_label_clean"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus698",486.245834279016,"positive",2,"Firmicutes","Bulleidia","Bulleidia"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus1309",287.087913471071,"positive",3,"Synergistetes","Fretibacterium","Fretibacterium"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus644",238.750523218522,"positive",4,"Firmicutes","Peptococcus","Peptococcus"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus1322",230.591203642895,"positive",5,"Tenericutes","Mycoplasma","Mycoplasma"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus255",179.001834465884,"positive",6,"Bacteroidetes","Tannerella","Tannerella"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus646",129.752625419573,"positive",7,"Firmicutes","Filifactor","Filifactor"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus568",48.5055585320449,"positive",8,"Firmicutes","Parvimonas","Parvimonas"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus1307",38.0010972703158,"positive",9,"Spirochaetae","Treponema_2","Treponema"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus742",18.8382546102697,"positive",10,"Fusobacteria","Fusobacterium","Fusobacterium"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus1181",13.7643231197505,"positive",11,"Proteobacteria","unclassified",NA
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus998",7.05406761426065,"positive",12,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus262",-20.2319296163923,"negative",1,"Bacteroidetes","Prevotella_6","Prevotella"
"pheWAS","none","LBXNEPCT","Segmented neutrophils percent (%)","RSV_genus1161",-5.6462782921219,"negative",2,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"pheWAS","none","LBXP1","Total prostate specific antigen (ng/mL)","RSV_genus998",2.74160147968503,"positive",1,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXP1","Total prostate specific antigen (ng/mL)","RSV_genus1229",-11.6204087519221,"negative",1,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"pheWAS","none","LBXP2","Free prostate specific antigen (ng/mL)","RSV_genus998",1.36801985052883,"positive",1,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXP2","Free prostate specific antigen (ng/mL)","RSV_genus535",-8.42644341833168,"negative",1,"Firmicutes","Christensenellaceae_R-7_group","Christensenellaceae"
"pheWAS","none","LBXP2","Free prostate specific antigen (ng/mL)","RSV_genus685",-4.35884463906296,"negative",2,"Firmicutes","Ruminococcus_2","Ruminococcus"
"pheWAS","none","LBXP2","Free prostate specific antigen (ng/mL)","RSV_genus1060",-2.36000356947562,"negative",3,"Proteobacteria","Eikenella","Eikenella"
"pheWAS","none","LBXP2","Free prostate specific antigen (ng/mL)","RSV_genus1229",-2.10670198282617,"negative",4,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus319",165.524858589294,"positive",1,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus51",99.8818656302724,"positive",2,"Actinobacteria","Scardovia","Scardovia"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus591",-4619.21791456969,"negative",1,"Firmicutes","Butyrivibrio_2","Butyrivibrio"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus685",-855.677040366262,"negative",2,"Firmicutes","Ruminococcus_2","Ruminococcus"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus736",-848.105048390132,"negative",3,"Firmicutes","Selenomonas_3","Selenomonas"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus604",-763.045958381699,"negative",4,"Firmicutes","Lachnoanaerobaculum","Lachnoanaerobaculum"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus716",-718.099539291572,"negative",5,"Firmicutes","Solobacterium","Solobacterium"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus322",-230.235432394906,"negative",6,"Bacteroidetes","Cloacibacterium","Cloacibacterium"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus673",-195.277013903278,"negative",7,"Firmicutes","Ruminococcaceae_UCG-002","Ruminococcaceae"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus262",-141.886660541616,"negative",8,"Bacteroidetes","Prevotella_6","Prevotella"
"pheWAS","none","LBXPLTSI","Platelet count (1000 cells/uL)","RSV_genus746",-84.8761124105488,"negative",9,"Fusobacteria","Leptotrichia","Leptotrichia"
"pheWAS","none","LBXPS4","Complexed prostate specific antigen (ng/mL)","RSV_genus998",1.01696293744349,"positive",1,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXPS4","Complexed prostate specific antigen (ng/mL)","RSV_genus1229",-8.73579449298637,"negative",1,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus1007",85.9871833612883,"positive",1,"Proteobacteria","Curvibacter","Curvibacter"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus603",18.0142378934525,"positive",2,"Firmicutes","Johnsonella","Johnsonella"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus683",4.52607561107017,"positive",3,"Firmicutes","Ruminococcaceae_UCG-014","Ruminococcaceae"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus1241",3.10760933476436,"positive",4,"Proteobacteria","Moraxella","Moraxella"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus256",0.725523008158919,"positive",5,"Bacteroidetes","Alloprevotella","Alloprevotella"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus259",0.698140763687682,"positive",6,"Bacteroidetes","Prevotella","Prevotella"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus742",0.591827958052065,"positive",7,"Fusobacteria","Fusobacterium","Fusobacterium"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus263",0.221016453254668,"positive",8,"Bacteroidetes","Prevotella_7","Prevotella"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus600",-230.068413581593,"negative",1,"Firmicutes","Howardella","Howardella"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus535",-4.10943066765718,"negative",2,"Firmicutes","Christensenellaceae_R-7_group","Christensenellaceae"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus45",-4.07437094459012,"negative",3,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus494",-3.32453599396139,"negative",4,"Firmicutes","Staphylococcus","Staphylococcus"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus685",-3.19410821048062,"negative",5,"Firmicutes","Ruminococcus_2","Ruminococcus"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus52",-1.48657561411677,"negative",6,"Actinobacteria","Corynebacterium","Corynebacterium"
"pheWAS","none","LBXRBCSI","Red blood cell count (million cells/uL)","RSV_genus1161",-0.206164647084247,"negative",7,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus729",5.34524214547284,"positive",1,"Firmicutes","Dialister","Dialister"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus673",5.29395267674105,"positive",2,"Firmicutes","Ruminococcaceae_UCG-002","Ruminococcaceae"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus519",1.63908018203503,"positive",3,"Firmicutes","Lactobacillus","Lactobacillus"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus603",-38.7144248178544,"negative",1,"Firmicutes","Johnsonella","Johnsonella"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus644",-33.7440839175617,"negative",2,"Firmicutes","Peptococcus","Peptococcus"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus583",-14.2065357428238,"negative",3,"Firmicutes","Eubacterium","Eubacterium"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus650",-10.4458807039073,"negative",4,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus1060",-4.59343035306904,"negative",5,"Proteobacteria","Eikenella","Eikenella"
"pheWAS","none","LBXRDW","Red cell distribution width (%)","RSV_genus1282",-4.05799859243431,"negative",6,"Proteobacteria","Stenotrophomonas","Stenotrophomonas"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus603",13.3295309718439,"positive",1,"Firmicutes","Johnsonella","Johnsonella"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus1228",1.07297921247527,"positive",2,"Proteobacteria","Actinobacillus","Actinobacillus"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus1233",0.303431073183747,"positive",3,"Proteobacteria","Haemophilus","Haemophilus"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus1161",0.204232919506832,"positive",4,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus196",-53.4971180583523,"negative",1,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus201",-31.9281763755968,"negative",2,"Actinobacteria","Olsenella","Olsenella"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus630",-21.1495170332437,"negative",3,"Firmicutes","Shuttleworthia","Shuttleworthia"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus1322",-7.78804520060536,"negative",4,"Tenericutes","Mycoplasma","Mycoplasma"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus1309",-6.84760423272828,"negative",5,"Synergistetes","Fretibacterium","Fretibacterium"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus44",-4.57477232091142,"negative",6,"Actinobacteria","Alloscardovia","Alloscardovia"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus45",-3.9494576991786,"negative",7,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus685",-2.6519866087647,"negative",8,"Firmicutes","Ruminococcus_2","Ruminococcus"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus519",-0.866245588224368,"negative",9,"Firmicutes","Lactobacillus","Lactobacillus"
"pheWAS","none","LBXSAL","Albumin (g/dL)","RSV_genus998",-0.170246038612577,"negative",10,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus560",2695.17034317819,"positive",1,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus201",2514.45924723833,"positive",2,"Actinobacteria","Olsenella","Olsenella"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus1241",471.197878537752,"positive",3,"Proteobacteria","Moraxella","Moraxella"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus499",302.219298408299,"positive",4,"Firmicutes","Abiotrophia","Abiotrophia"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus45",274.712067648787,"positive",5,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus998",30.2678555755725,"positive",6,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus1161",10.8625988721664,"positive",7,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus38",-6849.53452610314,"negative",1,"Actinobacteria","Mobiluncus","Mobiluncus"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus569",-1584.35930307914,"negative",2,"Firmicutes","Peptoniphilus","Peptoniphilus"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus583",-449.429014085499,"negative",3,"Firmicutes","Eubacterium","Eubacterium"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus494",-217.848199826908,"negative",4,"Firmicutes","Staphylococcus","Staphylococcus"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus1228",-85.4437704851673,"negative",5,"Proteobacteria","Actinobacillus","Actinobacillus"
"pheWAS","none","LBXSAPSI","Alkaline phosphotase (U/L)","RSV_genus1282",-76.613881644786,"negative",6,"Proteobacteria","Stenotrophomonas","Stenotrophomonas"
"pheWAS","none","LBXSASSI","Aspartate aminotransferase AST (U/L)","RSV_genus45",-84.4580525917233,"negative",1,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"pheWAS","none","LBXSASSI","Aspartate aminotransferase AST (U/L)","RSV_genus1181",-12.6559493573846,"negative",2,"Proteobacteria","unclassified",NA
"pheWAS","none","LBXSASSI","Aspartate aminotransferase AST (U/L)","RSV_genus318",-11.7372249019894,"negative",3,"Bacteroidetes","Bergeyella","Bergeyella"
"pheWAS","none","LBXSASSI","Aspartate aminotransferase AST (U/L)","RSV_genus1161",-10.5814991340013,"negative",4,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"pheWAS","none","LBXSASSI","Aspartate aminotransferase AST (U/L)","RSV_genus998",-9.75604945591116,"negative",5,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXSASSI","Aspartate aminotransferase AST (U/L)","RSV_genus1238",-9.2182216460161,"negative",6,"Proteobacteria","Acinetobacter","Acinetobacter"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus703",1418.46637282164,"positive",1,"Firmicutes","Eggerthia","Eggerthia"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus583",231.471299349709,"positive",2,"Firmicutes","Eubacterium","Eubacterium"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus627",163.446078417752,"positive",3,"Firmicutes","Oribacterium","Oribacterium"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus650",148.226164976557,"positive",4,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus253",26.7515785119449,"positive",5,"Bacteroidetes","Porphyromonas","Porphyromonas"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus49",-330.611619064975,"negative",1,"Actinobacteria","Parascardovia","Parascardovia"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus45",-110.9843137724,"negative",2,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus494",-61.76740048131,"negative",3,"Firmicutes","Staphylococcus","Staphylococcus"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus519",-26.8753393575057,"negative",4,"Firmicutes","Lactobacillus","Lactobacillus"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus1181",-24.5029824934606,"negative",5,"Proteobacteria","unclassified",NA
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus318",-22.991553541391,"negative",6,"Bacteroidetes","Bergeyella","Bergeyella"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus1238",-15.181848720473,"negative",7,"Proteobacteria","Acinetobacter","Acinetobacter"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus1161",-11.3519571937429,"negative",8,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"pheWAS","none","LBXSATSI","Alanine aminotransferase ALT (U/L)","RSV_genus998",-10.6668899946429,"negative",9,"Proteobacteria","Ralstonia","Ralstonia"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus603",381.321036837627,"positive",1,"Firmicutes","Johnsonella","Johnsonella"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus649",297.024607644693,"positive",2,"Firmicutes","Peptoclostridium","Peptoclostridium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus644",204.800564672002,"positive",3,"Firmicutes","Peptococcus","Peptococcus"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus592",202.260710254998,"positive",4,"Firmicutes","Catonella","Catonella"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus583",79.5861746108153,"positive",5,"Firmicutes","Eubacterium","Eubacterium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus627",54.8772904344627,"positive",6,"Firmicutes","Oribacterium","Oribacterium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus1234",44.0821969656296,"positive",7,"Proteobacteria","Mannheimia","Mannheimia"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus650",36.8538003111903,"positive",8,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus1228",26.1080980981374,"positive",9,"Proteobacteria","Actinobacillus","Actinobacillus"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus253",21.1562833496959,"positive",10,"Bacteroidetes","Porphyromonas","Porphyromonas"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus1063",11.8998935597018,"positive",11,"Proteobacteria","Neisseria","Neisseria"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus742",9.46101724012068,"positive",12,"Fusobacteria","Fusobacterium","Fusobacterium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus475",7.71610797252788,"positive",13,"Firmicutes","Gemella","Gemella"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus256",7.29985213717819,"positive",14,"Bacteroidetes","Alloprevotella","Alloprevotella"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus1161",4.70329952724841,"positive",15,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus196",-502.22812297104,"negative",1,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus49",-195.199018295834,"negative",2,"Actinobacteria","Parascardovia","Parascardovia"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus726",-102.49797662238,"negative",3,"Firmicutes","Anaeroglobus","Anaeroglobus"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus44",-95.0181490595076,"negative",4,"Actinobacteria","Alloscardovia","Alloscardovia"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus45",-74.732142623178,"negative",5,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus731",-42.4804277681907,"negative",6,"Firmicutes","Megasphaera","Megasphaera"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus193",-30.519919133924,"negative",7,"Actinobacteria","Atopobium","Atopobium"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus494",-24.0062193721427,"negative",8,"Firmicutes","Staphylococcus","Staphylococcus"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus519",-15.2006548121934,"negative",9,"Firmicutes","Lactobacillus","Lactobacillus"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus740",-5.9912590222525,"negative",10,"Firmicutes","Veillonella","Veillonella"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus35",-5.72907602104755,"negative",11,"Actinobacteria","Actinomyces","Actinomyces"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus135",-3.04390599206874,"negative",12,"Actinobacteria","Rothia","Rothia"
"pheWAS","none","LBXSBU","Blood urea nitrogen (mg/dL)","RSV_genus998",-1.1215606103852,"negative",13,"Proteobacteria","Ralstonia","Ralstonia"
